Provider Name,Address1,Address2,City,County,State Code,Zip,National Drug Code,Order Label,Courses Available,Geocoded Address,NPI,Last Report Date,Provider Status,Provider Note
VASSAR BROTHERS MED CTR,45 READE PLACE - ATT PHARM DEPT,45 Reade Place,Poughkeepsie,Dutchess,NY,12601,00002-7589-01,Bebtelovimab,24,POINT (-73.93561 41.69379),,04/29/2022 12:00:00 AM,ACTIVE,
MONROE COMMUNITY HOSPITAL,435 E. HENRIETTA RD.,,Rochester,Monroe,NY,14620,00069-1085-30,Paxlovid,40,POINT (-77.61796 43.112945),1720145162.0,04/19/2022 12:00:00 AM,ACTIVE,
SISTERS OF CHARITY HOSP OF BUFFALO,2605 Harlem Road,,Cheektowaga,Erie,NY,14225,00006-5055-06,Lagevrio (molnupiravir),72,POINT (-78.78418 42.91496),,04/27/2022 12:00:00 AM,ACTIVE,
Kinney Drugs #79-Liverpool,437 Electronics Parkway,,Liverpool,Onondaga,NY,13088,00006-5055-06,Lagevrio (molnupiravir),52,POINT (-76.188705 43.101285),1619084894.0,04/29/2022 12:00:00 AM,ACTIVE,
Sams Pharmacy #6356,56 W Merritt Blvd,,Fishkill,Dutchess,NY,12524,00069-1085-30,Paxlovid,17,POINT (-73.899905 41.529165),1134146202.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 04195,282 8TH AVENUE,,New York,New York,NY,10001-4801,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-73.99772 40.74605),1154430536.0,04/30/2022 12:00:00 AM,ACTIVE,
Burke Rehabilitation Hospital,785 Mamaroneck Avenue,,White Plains,Westchester,NY,10605,00069-1085-30,Paxlovid,20,POINT (-73.75221 41.01658),1841295219.0,04/30/2022 12:00:00 AM,ACTIVE,
STONY BROOK UNIV MEDICAL CTR,Stony Brook University Hospital,101 Nicolls Rd  Pharmacy Dept,Stony Brook,Suffolk,NY,11794-7007,00002-7589-01,Bebtelovimab,8,POINT (-73.11556 40.90921),1972523348.0,04/30/2022 12:00:00 AM,ACTIVE,
Rite Aid 10708,103 HAWKINS DRIVE,,Montgomery,Orange,NY,12549-2626,00069-1085-30,Paxlovid,23,POINT (-74.2147 41.511366),1528167889.0,04/30/2022 12:00:00 AM,ACTIVE,
Prescription Center of Ossining,162 CROTON AVE,,Ossining,Westchester,NY,10562,00069-1085-30,Paxlovid,20,POINT (-73.84986 41.16671),1871703199.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #16510,1149 SUNRISE HWY,CVS Pharmacy,Copiague,Suffolk,NY,11726,00069-1085-30,Paxlovid,18,POINT (-73.406192 40.68781),1144242769.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 04246,892-908 FLATBUSH AVENUE,,Brooklyn,Kings,NY,11226-4018,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.95862 40.64952),1407966252.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #10613,5 PENN PLAZA,CVS Pharmacy,New York,New York,NY,10001,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.99389 40.75191),1831586874.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #02067,2580 EAST HENRIETTA ROAD,CVS Pharmacy,Rochester,Monroe,NY,14623,00069-1085-30,Paxlovid,119,POINT (-77.60683 43.06923),1568566321.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #05368,1220 PENINSULA BLVD.,CVS Pharmacy,Hewlett,Nassau,NY,11557,00006-5055-06,Lagevrio (molnupiravir),20,POINT (-73.70677 40.64309),1770686503.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 04861,50 GREAT NECK ROAD,,Great Neck,Nassau,NY,11021-3305,00006-5055-06,Lagevrio (molnupiravir),20,POINT (-73.72779 40.78575),1861501389.0,04/30/2022 12:00:00 AM,ACTIVE,
The Golub Corporation,1001 NORTH ST SUITE 11,PRICE CHOPPER PHARMACY 130,Endicott,Broome,NY,13760,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-76.05147 42.10491),,04/04/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
Cayuga Medical Center of Ithaca,101 Dates Drive,,Ithaca,Tompkins,NY,14850,00006-5055-06,Lagevrio (molnupiravir),73,POINT (-76.537628 42.468905),,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #02769,4901 KINGS HIGHWAY,CVS Pharmacy,Brooklyn,Kings,NY,11234,00069-1085-30,Paxlovid,50,POINT (-73.929 40.63413),1740384502.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #02435,75 CHRISTOPHER STREET,CVS Pharmacy,New York,New York,NY,10014,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-74.00302 40.73367),1851495618.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 10835,798 HARLEM ROAD,,West Seneca,Erie,NY,14224-1008,00069-1085-30,Paxlovid,34,POINT (-78.787893 42.865125),1588764930.0,04/30/2022 12:00:00 AM,ACTIVE,
Omnicare of Plainview #48313,55 W. Ames Court Suite 200,,Plainview,Nassau,NY,11803,00310-7442-02,Evusheld,24,POINT (-73.46786 40.7897),1184648511.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #03096,3775 E. TREMONT AVE.,CVS Pharmacy,Bronx,Bronx,NY,10465,00006-5055-06,Lagevrio (molnupiravir),44,POINT (-73.82072 40.82559),1376647131.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #17526,700 EXTERIOR ST,CVS Pharmacy,Bronx,Bronx,NY,10451,00069-1085-30,Paxlovid,39,POINT (-73.93072 40.82384),1922233048.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #10112,288 ST. NICHOLAS AVE.,CVS Pharmacy,New York,New York,NY,10027,00069-1085-30,Paxlovid,23,POINT (-73.95275 40.81036),1548747470.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 04552,2 WHITNEY AVENUE,,Floral Park,Nassau,NY,11001-1519,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-73.704555 40.729045),1710096102.0,04/30/2022 12:00:00 AM,ACTIVE,
Vivo Health Pharm at Staten Island,475 Seaview Avenue,,Staten Island,Richmond,NY,10305,00069-1085-30,Paxlovid,20,POINT (-74.08556 40.584535),,03/23/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
Rite Aid 01203,178 NEW HYDE PARK ROAD,,Franklin Square,Nassau,NY,11010-3012,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.67624 40.71242),1982713293.0,04/30/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #5027,4975 Transit Rd,,Depew,Erie,NY,14043,00069-1085-30,Paxlovid,9,POINT (-78.694445 42.88229),1306150578.0,04/29/2022 12:00:00 AM,ACTIVE,
Kinney Drugs #43-Baldwinsville,21 East Genesee St,,Baldwinsville,Onondaga,NY,13027,00069-1085-30,Paxlovid,23,POINT (-76.330971 43.158814),1245347426.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #07485,107 N MAIN ST,,Port Chester,Westchester,NY,10573,00006-5055-06,Lagevrio (molnupiravir),43,POINT (-73.661777 41.001855),1255527966.0,04/29/2022 12:00:00 AM,ACTIVE,
Empire Home Infusion,10 Blacksmith Drive suite 2,,Malta,Saratoga,NY,12020,00002-7589-01,Bebtelovimab,0,POINT (-73.79327 42.96998),1598705386.0,03/07/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
MOUNT SINAI HOSPITAL,1 Gustave Levy Place,PHARMACY,New York,New York,NY,10029,00310-7442-02,Evusheld,567,POINT (-73.95339 40.79038),,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 10845,6720 PITTSFORD-PALMYRA ROAD,,Fairport,Monroe,NY,14450-3344,00006-5055-06,Lagevrio (molnupiravir),17,POINT (-77.43952 43.06951),1174622435.0,04/30/2022 12:00:00 AM,ACTIVE,
UHS Binghamton General Hospital,10-42 Mitchell Avenue,Pharmacy,Binghamton,Broome,NY,13903,00310-7442-02,Evusheld,49,POINT (-75.91429 42.08819),,03/18/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
CVS Store #05074,100 E. NAPLES ST.,CVS Pharmacy,Wayland,Steuben,NY,14572,00069-1085-30,Paxlovid,11,POINT (-77.589165 42.56819),1932202777.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #10210,"330 ROUTE 304,",CVS Pharmacy,Bardonia,Rockland,NY,10954,00006-5055-06,Lagevrio (molnupiravir),19,POINT (-73.99538 41.10978),1902226251.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #01192,305 MAIN ST.,CVS Pharmacy,Holbrook,Suffolk,NY,11741,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-73.07908 40.811785),1720182587.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #10582,71 MONTAUK HWY,CVS Pharmacy,East Hampton,Suffolk,NY,11937,00069-1085-30,Paxlovid,20,POINT (-72.20933 40.953485),1841724853.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 03454,140 PINE STREET,,Hamburg,Erie,NY,14075-5154,00006-5055-06,Lagevrio (molnupiravir),14,POINT (-78.82802 42.719),1073622551.0,04/30/2022 12:00:00 AM,ACTIVE,
JOHN T MATHER MEM HOSP,75 North Country Rd.,,Port Jefferson,Suffolk,NY,11777,00002-7589-01,Bebtelovimab,48,POINT (-73.05515 40.93999),,04/25/2022 12:00:00 AM,ACTIVE,
Dougherty Pharmacy,14 E Main St,,Morrisville,Madison,NY,13408,00006-5055-06,Lagevrio (molnupiravir),55,POINT (-75.645015 42.898455),1376920710.0,04/29/2022 12:00:00 AM,ACTIVE,
Vivo Health Pharmacy at Manhasset,300 Community Drive,,Manhasset,Nassau,NY,11030,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.70202 40.77891),,03/24/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
Ira Davenport Memorial Hospital,7571 State Route 54,,Bath,Steuben,NY,14810,00002-7589-01,Bebtelovimab,10,POINT (-77.28015 42.37136),,04/29/2022 12:00:00 AM,ACTIVE,
PUTNAM HOSPITAL CENTER,670 Stoneleigh Avenue,,Carmel,Putnam,NY,10512,00002-7589-01,Bebtelovimab,10,POINT (-73.66277 41.3832),,04/27/2022 12:00:00 AM,ACTIVE,
Stop and Shop Store # 557,421 COMMACK ROAD,,Deer Park,Suffolk,NY,11729,00006-5055-06,Lagevrio (molnupiravir),47,POINT (-73.31058 40.763455),1134151095.0,04/30/2022 12:00:00 AM,ACTIVE,
LENOX HILL- MEETH,210 East 64th St.,,New York,New York,NY,10065,00069-1085-30,Paxlovid,40,POINT (-73.96331 40.76415),,04/25/2022 12:00:00 AM,ACTIVE,
Rite Aid 00568,50 SOUTH MAIN STREET,,Jamestown,Chautauqua,NY,14701-6633,00006-5055-06,Lagevrio (molnupiravir),22,POINT (-79.238635 42.09239),1346339074.0,04/30/2022 12:00:00 AM,ACTIVE,
VASSAR BROTHERS MED CTR,45 READE PLACE - ATT PHARM DEPT,45 Reade Place,Poughkeepsie,Dutchess,NY,12601,00310-7442-02,Evusheld,115,POINT (-73.93561 41.69379),,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #01107,68-02 MYRTLE AVENUE,CVS Pharmacy,Glendale,Queens,NY,11385,00069-1085-30,Paxlovid,20,POINT (-73.8844 40.70145),1669576328.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #06051,501 FOREST AVE.,CVS Pharmacy,Staten Island,Richmond,NY,10310,00069-1085-30,Paxlovid,10,POINT (-74.106105 40.63088),1235232083.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #02438,282 EAST 149TH STREET,CVS Pharmacy,Bronx,Bronx,NY,10451,00069-1085-30,Paxlovid,16,POINT (-73.922245 40.816965),1588768345.0,04/29/2022 12:00:00 AM,ACTIVE,
Catholic Health Infusion Pharm C19,6350 Transit Road,#1,Depew,Erie,NY,14043,00069-1085-30,Paxlovid,39,POINT (-78.698105 42.929095),1649512179.0,04/29/2022 12:00:00 AM,ACTIVE,
SISTERS OF CHARITY HOSP OF BUFFALO,2605 Harlem Road,,Cheektowaga,Erie,NY,14225,00069-1085-30,Paxlovid,40,POINT (-78.78418 42.91496),,04/27/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #1677,4765 Commercial Dr,,New Hartford,Oneida,NY,13413,00069-1085-30,Paxlovid,6,POINT (-75.31257 43.09495),1952328023.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #17662,124 E JERICHO TPKE,CVS Pharmacy,Huntington Station,Suffolk,NY,11746,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.406565 40.827785),1720412208.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #00369,621 HEMPSTEAD TURNPIKE,CVS Pharmacy,West Hempstead,Nassau,NY,11552,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.66171 40.70632),1518061373.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #16740,519 GATEWAY DR,CVS Pharmacy,Brooklyn,Kings,NY,11239,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.87017 40.65298),1952323503.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #04452,1280 DEERPARK AVE,CVS Pharmacy,North Babylon,Suffolk,NY,11703,00069-1085-30,Paxlovid,19,POINT (-73.3213 40.73989),1033212865.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 10722,3027 ROUTE 50,,Saratoga Springs,Saratoga,NY,12866-2926,00006-5055-06,Lagevrio (molnupiravir),38,POINT (-73.74531 43.10121),1053411405.0,04/30/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #2152,141 Washington Avenue Ext,,Albany,Albany,NY,12205,00069-1085-30,Paxlovid,12,POINT (-73.847035 42.69484),1053338285.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #10652,294 KATONAH AVE.,CVS Pharmacy,Katonah,Westchester,NY,10536,00069-1085-30,Paxlovid,20,POINT (-73.68324 41.25509),1386048486.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #10086,30 FLATBUSH AVE.,CVS Pharmacy,Brooklyn,Kings,NY,11217,00069-1085-30,Paxlovid,19,POINT (-73.98058 40.68805),1932531712.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #07831,8345 LANGDALE ST,,New Hyde Park,Nassau,NY,11040,00069-1085-30,Paxlovid,40,POINT (-73.70047 40.73976),1083621031.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #02225,232 SMITHTOWN BOULEVARD,CVS Pharmacy,Nesconset,Suffolk,NY,11767,00069-1085-30,Paxlovid,31,POINT (-73.1487 40.833385),1861596629.0,04/29/2022 12:00:00 AM,ACTIVE,
Stop and Shop Store # 597,2540 SOUTH ROAD,,Poughkeepsie,Dutchess,NY,12601,00006-5055-06,Lagevrio (molnupiravir),48,POINT (-73.9299 41.66214),1154353001.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #16976,2001 SOUTH RD,CVS Pharmacy,Poughkeepsie,Dutchess,NY,12601,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.92028 41.62348),1023030673.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #09190,1860 VETERANS HWY,,Islandia,Suffolk,NY,11749,00069-1085-30,Paxlovid,35,POINT (-73.17695 40.802215),1912168717.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #00300,"725 SAW MILL RIVER RD, ARDSLEY S/C",CVS Pharmacy,Ardsley,Westchester,NY,10502,00006-5055-06,Lagevrio (molnupiravir),19,POINT (-73.84596 41.01284),1164520797.0,04/29/2022 12:00:00 AM,ACTIVE,
CONDO PHARMACY,28 Montcalm Ave,,Plattsburgh,Clinton,NY,12901,00069-1085-30,Paxlovid,32,POINT (-73.460235 44.69998),1811985161.0,04/30/2022 12:00:00 AM,ACTIVE,
Rite Aid 10649,2799 ROUTE 112,,Medford,Suffolk,NY,11763-2535,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-72.99505 40.82563),1447359617.0,04/20/2022 12:00:00 AM,ACTIVE,
CVS Store #00745,594 ATLANTIC AVE.,CVS Pharmacy,East Rockaway,Nassau,NY,11518,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-73.66368 40.64119),1841486594.0,04/29/2022 12:00:00 AM,ACTIVE,
86 BOBO Pharmacy,2170 86th Street,,Brooklyn,Kings,NY,11214,00069-1085-30,Paxlovid,20,POINT (-73.99446 40.602045),1124648720.0,04/29/2022 12:00:00 AM,ACTIVE,
Brunswick Hosp. Ctr C19,81 LOUDEN AVE,ATTN: PHARMACY DEPT,Amityville,Suffolk,NY,11701,00069-1085-30,Paxlovid,40,POINT (-73.42055 40.684715),1275575052.0,03/30/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
Brownsville Multi-Service Fam HC,592 Rockaway Avenue,,Brooklyn,Kings,NY,11212,00006-5055-06,Lagevrio (molnupiravir),300,POINT (-73.909865 40.66536),,04/18/2022 12:00:00 AM,ACTIVE,
CVS Store #16402,2626 DELAWARE AVE,CVS Pharmacy,Buffalo,Erie,NY,14216,00069-1085-30,Paxlovid,19,POINT (-78.87365 42.95552),1770505307.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #02047,"660 COLUMBUS AVE, ROSE HILL S/C",CVS Pharmacy,Thornwood,Westchester,NY,10594,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-73.77147 41.11439),1306944012.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 10626,836 SUNRISE HIGHWAY,,Bay Shore,Suffolk,NY,11706-5908,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.27855 40.72729),1275632531.0,04/30/2022 12:00:00 AM,ACTIVE,
SARATOGA HOSPITAL,211 CHURCH ST,,Saratoga Springs,Saratoga,NY,12866,00002-7589-01,Bebtelovimab,16,POINT (-73.8003 43.08726),1073569331.0,04/29/2022 12:00:00 AM,ACTIVE,
RYE BEACH PHARMACY INC,464 FOREST AVE,,Rye,Westchester,NY,10580,00069-1085-30,Paxlovid,28,POINT (-73.68118 40.96616),1790785459.0,04/29/2022 12:00:00 AM,ACTIVE,
MOUNT SINAI HOSPITAL,1 Gustave Levy Place,PHARMACY,New York,New York,NY,10029,00006-5055-06,Lagevrio (molnupiravir),60,POINT (-73.95339 40.79038),,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #06650,201 PLAZA RD,,Kingston,Ulster,NY,12401,00069-1085-30,Paxlovid,1,POINT (-74.01855 41.93668),1821003971.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 00636,519 BUTTERNUT STREET,,Syracuse,Onondaga,NY,13208-2628,00006-5055-06,Lagevrio (molnupiravir),22,POINT (-76.14789 43.05993),1902915473.0,04/30/2022 12:00:00 AM,ACTIVE,
Rite Aid 10641,283 WEST JERICHO TURNPIKE,,Huntington Station,Suffolk,NY,11746-3667,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.420485 40.829215),1962502310.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #06048,1933 VICTORY BLVD.,CVS Pharmacy,Staten Island,Richmond,NY,10314,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-74.12867 40.6128),1205939048.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #12690,121 OLD ROUTE 146,,Halfmoon,Saratoga,NY,12065,00069-1085-30,Paxlovid,185,POINT (-73.78288 42.86418),1215242110.0,04/29/2022 12:00:00 AM,ACTIVE,
WEIS MARKETS INC,100 RANO BLVD,Weis Pharmacy #222,Vestal,Broome,NY,13850,00069-1085-30,Paxlovid,3,POINT (-76.004837 42.093765),1386974293.0,04/28/2022 12:00:00 AM,ACTIVE,
Walgreens Store #05956,275 BROADWAY,,Amityville,Suffolk,NY,11701,00069-1085-30,Paxlovid,17,POINT (-73.41614 40.680945),1609881770.0,04/29/2022 12:00:00 AM,ACTIVE,
Wegmans Food Markets Inc.,851 Fairport Rd.,Wegmans,East Rochester,Monroe,NY,14445,00006-5055-06,Lagevrio (molnupiravir),6,POINT (-77.48357 43.10194),1689657876.0,04/25/2022 12:00:00 AM,ACTIVE,
Stop and Shop Store # 2592,2136 BARTOW AVENUE,,Bronx,Bronx,NY,10475,00006-5055-06,Lagevrio (molnupiravir),48,POINT (-73.82667 40.8683),1316318744.0,04/30/2022 12:00:00 AM,ACTIVE,
AURELIA OSBORN FOX MEMORIAL HOSP,One Norton Avenue,,Oneonta,Otsego,NY,13820,00310-7442-02,Evusheld,22,POINT (-75.05336 42.45783),,04/30/2022 12:00:00 AM,ACTIVE,
Walgreens Store #09413,5206 W GENESEE ST,,Camillus,Onondaga,NY,13031,00069-1085-30,Paxlovid,103,POINT (-76.26627 43.04178),1831124841.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 10665,532A UNION BLVD.,,West Islip,Suffolk,NY,11795-3105,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-73.29594 40.70904),1063512416.0,04/30/2022 12:00:00 AM,ACTIVE,
Kruticks Pharmacy,589 Crescent Street,,Brooklyn,Kings,NY,11208,00069-1085-30,Paxlovid,20,POINT (-73.86937 40.67337),1891809778.0,04/29/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #1781,819 Bennie Rd,,Cortland,Cortland,NY,13045,00006-5055-06,Lagevrio (molnupiravir),63,POINT (-76.21834 42.56809),1699792762.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #16808,340 TOWNE DR,CVS Pharmacy,Fayetteville,Onondaga,NY,13066,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-76.01988 43.0319),1770505323.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #01618,81 EIGHTH AVE.,CVS Pharmacy,New York,New York,NY,10011,00006-5055-06,Lagevrio (molnupiravir),21,POINT (-74.00257 40.74),1629372370.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #11014,969 SECOND AVENUE,CVS Pharmacy,New York,New York,NY,10022,00069-1085-30,Paxlovid,20,POINT (-73.96789 40.75592),1225546005.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #04958,"27 N. 6TH ST.,",CVS Pharmacy,Brooklyn,Kings,NY,11249,00069-1085-30,Paxlovid,19,POINT (-73.962565 40.720115),1396041950.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #01907,"105 WEST MAIN ST,",CVS Pharmacy,West Sayville,Suffolk,NY,11796,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.09826 40.72807),1962506725.0,04/29/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #1673,4238 Recreation Dr,,Canandaigua,Ontario,NY,14424,00006-5055-06,Lagevrio (molnupiravir),72,POINT (-77.24024 42.87555),1508883679.0,04/29/2022 12:00:00 AM,ACTIVE,
Stop and Shop Store # 583,70030 PATCHOGUE YAPHANK ROAD,,Medford,Suffolk,NY,11763,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-72.99 40.81),1609808559.0,04/30/2022 12:00:00 AM,ACTIVE,
HUNTINGTON HOSPITAL,270 PARK AVE,,Huntington,Suffolk,NY,11743-0000,00310-7442-02,Evusheld,96,POINT (-73.41723 40.88029),,04/28/2022 12:00:00 AM,ACTIVE,
CVS Store #01186,822 MIDDLE COUNTRY RD.,CVS Pharmacy,Selden,Suffolk,NY,11784,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-73.04184 40.8647),1386742914.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #17365,8061 BREWERTON RD,CVS Pharmacy,Cicero,Onondaga,NY,13039,00006-5055-06,Lagevrio (molnupiravir),18,POINT (-76.122825 43.161635),1962610402.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #13468,31 CAVALRY DR,,New City,Rockland,NY,10956,00069-1085-30,Paxlovid,7,POINT (-73.98592 41.15482),1841205929.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #05753,516 MONTAUK HWY,CVS Pharmacy,Center Moriches,Suffolk,NY,11934,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-72.79901 40.799185),1497858229.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 03411,60 CENTRAL AVENUE,,Lancaster,Erie,NY,14086-2115,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-78.671115 42.90247),1598779878.0,04/30/2022 12:00:00 AM,ACTIVE,
Rite Aid 10714,3350 NORTH ROAD,,Poughkeepsie,Dutchess,NY,12601-1372,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.931095 41.71759),1164450722.0,04/30/2022 12:00:00 AM,ACTIVE,
MONROE COMMUNITY HOSPITAL,435 E. HENRIETTA RD.,,Rochester,Monroe,NY,14620,00006-5055-06,Lagevrio (molnupiravir),48,POINT (-77.61796 43.112945),1720145162.0,04/19/2022 12:00:00 AM,ACTIVE,
CVS Store #05059,109 CLOWES AVE,CVS Pharmacy,Goshen,Orange,NY,10924,00069-1085-30,Paxlovid,17,POINT (-74.33201 41.39714),1760585509.0,04/29/2022 12:00:00 AM,ACTIVE,
Holbrook Pharmacy and Surgical,233 UNION AVE,,Holbrook,Suffolk,NY,11741,00069-1085-30,Paxlovid,20,POINT (-73.08428 40.812395),1023151420.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #02205,274 OLD NYACK TURNPIKE,CVS Pharmacy,Spring Valley,Rockland,NY,10977,00006-5055-06,Lagevrio (molnupiravir),166,POINT (-74.04487 41.1016),1871697631.0,04/29/2022 12:00:00 AM,ACTIVE,
Medwiz Solutions LLC,167 Route 304,Unit 101,Bardonia,Rockland,NY,10954,00006-5055-06,Lagevrio (molnupiravir),80,POINT (-73.99756 41.10394),,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #12066,2320 GRAND ISLAND BLVD,,Grand Island,Erie,NY,14072,00006-5055-06,Lagevrio (molnupiravir),94,POINT (-78.96695 43.02493),1215261433.0,04/29/2022 12:00:00 AM,ACTIVE,
WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM ST.,,Brooklyn,Kings,NY,11237,00006-5055-06,Lagevrio (molnupiravir),0,POINT (-73.91757 40.70438),,02/16/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
Walmart Pharmacy #4597,886 Niagara Falls Blvd,,North Tonawanda,Niagara,NY,14120,00069-1085-30,Paxlovid,12,POINT (-78.84363 43.05586),1548521008.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #14312,296 FLATBUSH AVE,,Brooklyn,Kings,NY,11217,00069-1085-30,Paxlovid,1,POINT (-73.97326 40.67797),1225053796.0,04/29/2022 12:00:00 AM,ACTIVE,
WHITE PLAINS HOSPITAL,41 EAST POST RD,White Plains Hospital-Pharmacy Dept,White Plains,Westchester,NY,10601,00002-7589-01,Bebtelovimab,51,POINT (-73.76986 41.02519),,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #02080,202 S. HIGHLAND AVE.,CVS Pharmacy,Ossining,Westchester,NY,10562,00006-5055-06,Lagevrio (molnupiravir),19,POINT (-73.86097 41.1457),1891899647.0,04/29/2022 12:00:00 AM,ACTIVE,
